accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score,severity_index,risk_quartile
13232,Delhi,Delhi,28.86822,77.23659,2022-07-21,0:00,0,Thursday,Weekday,highway,3,0,clear,high,31,low,overspeeding,minor,1,1,Non Peak Hour,No Festival,0.1,1,Q1
13233,Delhi,Delhi,28.817438,76.82681,2022-03-30,2:00,2,Wednesday,Weekday,urban,5,0,fog,low,29,low,drunk driving,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
13234,Chennai,Tamil Nadu,12.87009,80.29031,2023-08-23,0:00,0,Wednesday,Weekday,highway,5,1,clear,high,27,low,poor road,minor,5,4,Non Peak Hour,No Festival,0.1,20,Q1
13235,Pune,Maharashtra,18.509663,73.88876,2024-06-04,13:00,13,Tuesday,Weekday,rural,6,1,rain,medium,25,high,poor road,minor,2,0,Non Peak Hour,No Festival,0.45,0,Q2
13236,Chennai,Tamil Nadu,12.922886,80.29684,2023-04-27,19:00,19,Thursday,Weekday,highway,1,1,rain,medium,24,high,overspeeding,major,2,1,Peak Hour,No Festival,0.6,2,Q3
13237,Hyderabad,Telangana,17.476519,78.46951,2022-08-12,7:00,7,Friday,Weekday,highway,6,1,fog,low,29,high,drunk driving,minor,3,0,Non Peak Hour,No Festival,0.65,0,Q4
13238,Bangalore,Karnataka,12.908615,77.70081,2023-02-28,8:00,8,Tuesday,Weekday,rural,6,1,rain,low,34,high,distraction,minor,2,2,Peak Hour,No Festival,0.8,4,Q4
13239,Pune,Maharashtra,18.42284,73.877365,2022-12-25,18:00,18,Sunday,Weekend,urban,3,1,fog,low,30,high,poor road,minor,5,4,Peak Hour,No Festival,0.8,20,Q4
13240,Delhi,Delhi,28.860426,77.21031,2023-03-29,14:00,14,Wednesday,Weekday,highway,5,0,fog,low,38,high,distraction,major,2,2,Non Peak Hour,No Festival,0.65,4,Q4
13241,Chennai,Tamil Nadu,13.101871,80.18677,2023-02-10,4:00,4,Friday,Weekday,rural,5,0,clear,high,37,low,drunk driving,minor,4,4,Non Peak Hour,No Festival,0.1,16,Q1
13242,Chennai,Tamil Nadu,12.995013,80.17254,2024-01-18,6:00,6,Thursday,Weekday,rural,5,1,clear,high,28,medium,distraction,minor,5,3,Non Peak Hour,No Festival,0.1,15,Q1
13243,Chandigarh,Punjab,30.783175,76.81814,2022-01-04,8:00,8,Tuesday,Weekday,rural,3,0,fog,low,39,high,distraction,minor,5,5,Peak Hour,No Festival,0.8,25,Q4
13244,Chennai,Tamil Nadu,13.176601,80.150475,2023-11-02,21:00,21,Thursday,Weekday,rural,5,1,clear,high,29,low,weather,fatal,2,2,Non Peak Hour,No Festival,0.3,4,Q2
13245,Chandigarh,Punjab,30.61959,76.81433,2023-02-13,6:00,6,Monday,Weekday,rural,4,1,rain,medium,32,medium,overspeeding,minor,3,0,Non Peak Hour,No Festival,0.25,0,Q1
13246,Mumbai,Maharashtra,19.064795,72.78392,2023-04-26,3:00,3,Wednesday,Weekday,highway,4,0,clear,high,38,medium,weather,minor,3,0,Non Peak Hour,No Festival,0.1,0,Q1
13247,Chennai,Tamil Nadu,13.111386,80.1451,2024-08-03,4:00,4,Saturday,Weekend,rural,5,0,rain,low,26,medium,poor road,minor,1,1,Non Peak Hour,No Festival,0.45,1,Q2
13248,Delhi,Delhi,28.840336,77.20358,2023-11-23,15:00,15,Thursday,Weekday,rural,4,0,clear,high,15,low,drunk driving,major,5,1,Non Peak Hour,No Festival,0.1,5,Q1
13249,Pune,Maharashtra,18.631325,73.783104,2024-07-28,22:00,22,Sunday,Weekend,rural,2,1,clear,high,40,low,drunk driving,minor,5,3,Non Peak Hour,No Festival,0.1,15,Q1
13250,Mumbai,Maharashtra,18.98172,72.984856,2023-03-14,11:00,11,Tuesday,Weekday,urban,6,1,clear,high,30,high,distraction,major,4,3,Non Peak Hour,No Festival,0.3,12,Q2
13251,Chandigarh,Punjab,30.724394,76.89163,2024-10-31,18:00,18,Thursday,Weekday,urban,3,1,clear,high,40,medium,weather,major,2,0,Peak Hour,No Festival,0.25,0,Q1
13252,Mumbai,Maharashtra,19.159225,72.871994,2023-03-26,16:00,16,Sunday,Weekend,highway,5,0,fog,low,19,medium,poor road,minor,2,0,Non Peak Hour,No Festival,0.45,0,Q2
13253,Hyderabad,Telangana,17.22659,78.36804,2023-01-03,15:00,15,Tuesday,Weekday,rural,4,0,fog,low,31,medium,weather,minor,2,1,Non Peak Hour,No Festival,0.45,2,Q2
13254,Chennai,Tamil Nadu,13.028347,80.235214,2023-01-09,5:00,5,Monday,Weekday,urban,6,0,rain,medium,27,high,poor road,minor,5,0,Non Peak Hour,No Festival,0.45,0,Q2
13255,Pune,Maharashtra,18.619081,73.988945,2023-10-07,8:00,8,Saturday,Weekend,rural,6,1,rain,low,31,high,drunk driving,major,3,0,Peak Hour,No Festival,0.8,0,Q4
13256,Bangalore,Karnataka,13.194431,77.555244,2025-02-15,7:00,7,Saturday,Weekend,highway,5,1,clear,high,33,high,weather,minor,3,1,Non Peak Hour,No Festival,0.3,3,Q2
13257,Hyderabad,Telangana,17.504128,78.37513,2023-08-04,17:00,17,Friday,Weekday,urban,4,0,fog,low,32,high,poor road,major,3,2,Peak Hour,No Festival,0.8,6,Q4
13258,Mumbai,Maharashtra,18.980305,72.936356,2025-03-01,13:00,13,Saturday,Weekend,urban,3,1,fog,low,23,low,poor road,minor,4,0,Non Peak Hour,No Festival,0.45,0,Q2
13259,Mumbai,Maharashtra,19.274647,72.751114,2024-06-05,13:00,13,Wednesday,Weekday,urban,6,0,clear,high,17,medium,distraction,fatal,5,5,Non Peak Hour,No Festival,0.3,25,Q2
13260,Kolkata,West Bengal,22.499788,88.39421,2024-02-25,15:00,15,Sunday,Weekend,highway,6,0,fog,low,28,medium,drunk driving,fatal,3,3,Non Peak Hour,No Festival,0.65,9,Q4
13261,Chennai,Tamil Nadu,13.119425,80.18313,2023-06-04,16:00,16,Sunday,Weekend,urban,2,0,fog,low,35,medium,drunk driving,fatal,4,4,Non Peak Hour,No Festival,0.65,16,Q4
13262,Delhi,Delhi,28.849192,76.82072,2025-02-08,9:00,9,Saturday,Weekend,rural,3,0,rain,medium,30,high,overspeeding,fatal,5,5,Peak Hour,No Festival,0.8,25,Q4
13263,Bangalore,Karnataka,13.07062,77.52351,2024-10-27,11:00,11,Sunday,Weekend,highway,1,0,clear,high,40,medium,weather,major,2,0,Non Peak Hour,No Festival,0.1,0,Q1
13264,Kolkata,West Bengal,22.571321,88.38001,2022-02-09,18:00,18,Wednesday,Weekday,urban,4,1,rain,medium,24,high,weather,major,1,1,Peak Hour,No Festival,0.6,1,Q3
13265,Chennai,Tamil Nadu,12.883825,80.14831,2024-02-23,8:00,8,Friday,Weekday,rural,6,0,fog,low,18,low,overspeeding,major,2,0,Peak Hour,No Festival,0.6,0,Q3
13266,Hyderabad,Telangana,17.582432,78.36435,2024-03-22,17:00,17,Friday,Weekday,urban,5,0,fog,low,31,high,distraction,minor,4,4,Peak Hour,No Festival,0.8,16,Q4
13267,Pune,Maharashtra,18.467766,73.88288,2022-10-14,14:00,14,Friday,Weekday,rural,3,1,rain,medium,31,medium,distraction,minor,4,0,Non Peak Hour,No Festival,0.25,0,Q1
13268,Hyderabad,Telangana,17.457521,78.21567,2023-07-29,14:00,14,Saturday,Weekend,rural,4,0,fog,low,17,medium,overspeeding,minor,1,1,Non Peak Hour,No Festival,0.45,1,Q2
13269,Chandigarh,Punjab,30.643442,76.80802,2023-02-23,20:00,20,Thursday,Weekday,urban,5,1,rain,medium,23,high,overspeeding,minor,4,3,Non Peak Hour,No Festival,0.45,12,Q2
13270,Chandigarh,Punjab,30.62708,76.78326,2022-02-18,18:00,18,Friday,Weekday,highway,3,0,clear,high,27,medium,poor road,major,1,0,Peak Hour,No Festival,0.25,0,Q1
13271,Mumbai,Maharashtra,19.096342,72.86717,2022-08-26,21:00,21,Friday,Weekday,highway,2,1,fog,low,24,medium,overspeeding,fatal,5,5,Non Peak Hour,No Festival,0.65,25,Q4
13272,Chandigarh,Punjab,30.730892,76.73703,2023-10-03,23:00,23,Tuesday,Weekday,highway,1,0,fog,low,28,medium,poor road,minor,3,3,Non Peak Hour,No Festival,0.45,9,Q2
13273,Chandigarh,Punjab,30.645674,76.78977,2022-08-12,20:00,20,Friday,Weekday,rural,4,1,clear,high,28,high,weather,major,4,4,Non Peak Hour,No Festival,0.3,16,Q2
13274,Pune,Maharashtra,18.508017,73.966965,2024-05-11,13:00,13,Saturday,Weekend,urban,6,1,clear,high,21,low,weather,minor,1,0,Non Peak Hour,No Festival,0.1,0,Q1
13275,Bangalore,Karnataka,12.957805,77.64889,2022-12-11,6:00,6,Sunday,Weekend,rural,4,0,fog,low,26,high,overspeeding,major,1,0,Non Peak Hour,No Festival,0.65,0,Q4
13276,Hyderabad,Telangana,17.598251,78.27089,2022-01-04,7:00,7,Tuesday,Weekday,highway,1,0,rain,medium,17,high,weather,minor,3,2,Non Peak Hour,No Festival,0.45,6,Q2
13277,Kolkata,West Bengal,22.55715,88.470474,2022-07-03,11:00,11,Sunday,Weekend,highway,4,1,rain,low,40,low,weather,minor,3,2,Non Peak Hour,No Festival,0.45,6,Q2
13278,Mumbai,Maharashtra,18.952436,72.99874,2023-10-08,15:00,15,Sunday,Weekend,highway,2,1,clear,high,19,high,overspeeding,major,2,1,Non Peak Hour,No Festival,0.3,2,Q2
13279,Delhi,Delhi,28.471956,77.10546,2023-02-11,10:00,10,Saturday,Weekend,highway,3,0,clear,high,29,high,poor road,minor,4,3,Peak Hour,No Festival,0.45,12,Q2
13280,Mumbai,Maharashtra,18.950083,72.71797,2025-01-07,4:00,4,Tuesday,Weekday,rural,5,0,clear,high,19,low,overspeeding,major,1,0,Non Peak Hour,No Festival,0.1,0,Q1
13281,Chandigarh,Punjab,30.792757,76.89165,2023-10-19,6:00,6,Thursday,Weekday,highway,1,1,clear,high,30,low,overspeeding,minor,1,1,Non Peak Hour,No Festival,0.1,1,Q1
13282,Delhi,Delhi,28.821814,76.91704,2025-02-18,4:00,4,Tuesday,Weekday,highway,4,1,fog,low,18,low,poor road,minor,2,2,Non Peak Hour,No Festival,0.45,4,Q2
13283,Bangalore,Karnataka,12.810826,77.49631,2022-02-09,19:00,19,Wednesday,Weekday,rural,6,1,fog,low,23,high,distraction,minor,2,0,Peak Hour,No Festival,0.8,0,Q4
13284,Hyderabad,Telangana,17.587091,78.47955,2022-08-01,12:00,12,Monday,Weekday,highway,3,0,rain,medium,33,high,distraction,minor,3,0,Non Peak Hour,No Festival,0.45,0,Q2
13285,Bangalore,Karnataka,13.173412,77.49216,2024-08-07,21:00,21,Wednesday,Weekday,highway,1,1,fog,low,37,low,overspeeding,minor,1,1,Non Peak Hour,No Festival,0.45,1,Q2
13286,Mumbai,Maharashtra,19.040949,72.918785,2024-04-30,12:00,12,Tuesday,Weekday,rural,4,0,fog,low,33,medium,drunk driving,minor,2,2,Non Peak Hour,No Festival,0.45,4,Q2
13287,Pune,Maharashtra,18.569666,73.846466,2023-04-04,14:00,14,Tuesday,Weekday,urban,2,1,clear,high,15,high,drunk driving,fatal,3,3,Non Peak Hour,No Festival,0.5,9,Q3
13288,Kolkata,West Bengal,22.455803,88.242645,2022-06-20,1:00,1,Monday,Weekday,highway,4,0,rain,medium,18,medium,poor road,minor,2,1,Non Peak Hour,No Festival,0.25,2,Q1
13289,Pune,Maharashtra,18.638325,73.985504,2022-02-26,20:00,20,Saturday,Weekend,highway,5,0,fog,low,36,low,weather,minor,1,1,Non Peak Hour,No Festival,0.45,1,Q2
13290,Chandigarh,Punjab,30.681183,76.84742,2025-01-08,16:00,16,Wednesday,Weekday,rural,5,1,clear,high,22,low,poor road,minor,2,2,Non Peak Hour,No Festival,0.1,4,Q1
13291,Hyderabad,Telangana,17.592442,78.53019,2023-03-18,22:00,22,Saturday,Weekend,rural,3,0,rain,medium,33,high,poor road,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
13292,Bangalore,Karnataka,13.089771,77.64872,2023-12-04,21:00,21,Monday,Weekday,rural,5,0,fog,low,21,low,poor road,major,1,0,Non Peak Hour,No Festival,0.45,0,Q2
13293,Chandigarh,Punjab,30.706013,76.88128,2024-11-24,16:00,16,Sunday,Weekend,rural,2,0,rain,medium,27,low,poor road,fatal,1,1,Non Peak Hour,No Festival,0.45,1,Q2
13294,Chennai,Tamil Nadu,12.873761,80.10453,2022-09-04,5:00,5,Sunday,Weekend,urban,1,1,rain,low,24,high,poor road,minor,4,2,Non Peak Hour,No Festival,0.65,8,Q4
13295,Kolkata,West Bengal,22.592463,88.45017,2024-08-12,8:00,8,Monday,Weekday,urban,4,0,fog,low,39,high,poor road,fatal,3,3,Peak Hour,No Festival,1.0,9,Q4
13296,Bangalore,Karnataka,13.00288,77.544975,2023-07-07,14:00,14,Friday,Weekday,rural,4,1,rain,low,35,low,distraction,minor,5,4,Non Peak Hour,No Festival,0.45,20,Q2
13297,Kolkata,West Bengal,22.574291,88.257935,2023-10-03,22:00,22,Tuesday,Weekday,rural,1,0,fog,low,27,high,drunk driving,minor,1,0,Non Peak Hour,No Festival,0.65,0,Q4
13298,Pune,Maharashtra,18.482647,73.88938,2023-11-05,23:00,23,Sunday,Weekend,highway,1,1,clear,high,16,medium,overspeeding,fatal,1,1,Non Peak Hour,No Festival,0.3,1,Q2
13299,Chandigarh,Punjab,30.735554,76.82083,2024-04-19,18:00,18,Friday,Weekday,highway,1,0,rain,medium,20,high,overspeeding,minor,4,2,Peak Hour,No Festival,0.6,8,Q3
13300,Chennai,Tamil Nadu,13.154857,80.25971,2023-04-25,20:00,20,Tuesday,Weekday,urban,5,1,clear,high,34,medium,poor road,minor,5,2,Non Peak Hour,No Festival,0.1,10,Q1
13301,Chennai,Tamil Nadu,13.158031,80.28661,2022-06-11,7:00,7,Saturday,Weekend,highway,1,0,rain,low,39,high,poor road,minor,3,0,Non Peak Hour,No Festival,0.65,0,Q4
13302,Kolkata,West Bengal,22.695951,88.220695,2025-03-10,10:00,10,Monday,Weekday,rural,2,1,fog,low,34,high,weather,minor,2,0,Peak Hour,No Festival,0.8,0,Q4
13303,Bangalore,Karnataka,12.863862,77.62648,2024-03-03,23:00,23,Sunday,Weekend,rural,4,1,rain,low,26,medium,weather,fatal,4,4,Non Peak Hour,No Festival,0.65,16,Q4
13304,Chandigarh,Punjab,30.701881,76.73651,2024-04-24,7:00,7,Wednesday,Weekday,rural,2,1,fog,low,40,high,overspeeding,major,2,2,Non Peak Hour,No Festival,0.65,4,Q4
13305,Bangalore,Karnataka,13.151848,77.78053,2022-07-23,10:00,10,Saturday,Weekend,rural,6,0,fog,low,26,high,drunk driving,major,5,5,Peak Hour,No Festival,0.8,25,Q4
13306,Chennai,Tamil Nadu,13.143126,80.111435,2025-04-07,13:00,13,Monday,Weekday,highway,5,0,rain,low,29,low,drunk driving,major,4,0,Non Peak Hour,No Festival,0.45,0,Q2
13307,Chennai,Tamil Nadu,12.86642,80.24701,2022-04-11,15:00,15,Monday,Weekday,rural,5,1,clear,high,18,medium,overspeeding,minor,4,3,Non Peak Hour,No Festival,0.1,12,Q1
13308,Chennai,Tamil Nadu,12.935516,80.29044,2022-05-30,19:00,19,Monday,Weekday,urban,1,0,fog,low,20,medium,drunk driving,minor,3,1,Peak Hour,No Festival,0.6,3,Q3
13309,Mumbai,Maharashtra,19.236727,72.92046,2022-09-12,7:00,7,Monday,Weekday,urban,1,1,fog,low,17,high,drunk driving,major,2,2,Non Peak Hour,No Festival,0.65,4,Q4
13310,Pune,Maharashtra,18.44145,73.746796,2023-06-28,2:00,2,Wednesday,Weekday,highway,3,0,clear,high,21,low,overspeeding,minor,1,0,Non Peak Hour,No Festival,0.1,0,Q1
13311,Delhi,Delhi,28.50988,77.13285,2022-01-16,4:00,4,Sunday,Weekend,highway,6,0,rain,low,26,low,overspeeding,minor,4,3,Non Peak Hour,No Festival,0.45,12,Q2
13312,Kolkata,West Bengal,22.504368,88.24877,2023-12-28,19:00,19,Thursday,Weekday,urban,2,0,clear,high,15,high,overspeeding,minor,1,0,Peak Hour,No Festival,0.45,0,Q2
13313,Pune,Maharashtra,18.678722,73.835075,2024-11-05,23:00,23,Tuesday,Weekday,urban,6,0,fog,low,34,medium,poor road,fatal,4,4,Non Peak Hour,No Festival,0.65,16,Q4
13314,Chennai,Tamil Nadu,13.184891,80.19219,2022-06-18,7:00,7,Saturday,Weekend,highway,2,0,fog,low,40,medium,poor road,minor,4,3,Non Peak Hour,No Festival,0.45,12,Q2
13315,Chandigarh,Punjab,30.698639,76.77833,2023-05-08,9:00,9,Monday,Weekday,urban,6,1,rain,low,23,medium,drunk driving,minor,2,1,Peak Hour,No Festival,0.6,2,Q3
13316,Pune,Maharashtra,18.678308,73.711136,2024-04-17,16:00,16,Wednesday,Weekday,urban,2,0,fog,low,20,medium,distraction,minor,4,3,Non Peak Hour,No Festival,0.45,12,Q2
13317,Mumbai,Maharashtra,19.23593,72.97587,2022-10-16,10:00,10,Sunday,Weekend,highway,5,1,fog,low,40,medium,drunk driving,minor,1,1,Peak Hour,No Festival,0.6,1,Q3
13318,Mumbai,Maharashtra,18.974941,72.924225,2023-01-21,20:00,20,Saturday,Weekend,highway,2,1,clear,high,34,medium,overspeeding,minor,3,1,Non Peak Hour,No Festival,0.1,3,Q1
13319,Chandigarh,Punjab,30.757353,76.852905,2023-07-16,10:00,10,Sunday,Weekend,highway,1,0,rain,low,34,high,weather,major,3,2,Peak Hour,No Festival,0.8,6,Q4
13320,Pune,Maharashtra,18.52228,73.847275,2022-02-12,1:00,1,Saturday,Weekend,urban,2,1,rain,low,35,medium,distraction,minor,3,3,Non Peak Hour,No Festival,0.45,9,Q2
13321,Chandigarh,Punjab,30.732391,76.73304,2024-07-05,5:00,5,Friday,Weekday,rural,6,0,fog,low,28,medium,weather,minor,4,3,Non Peak Hour,No Festival,0.45,12,Q2
13322,Delhi,Delhi,28.697266,77.22774,2023-07-31,15:00,15,Monday,Weekday,urban,6,1,clear,high,36,medium,overspeeding,minor,2,1,Non Peak Hour,No Festival,0.1,2,Q1
13323,Chandigarh,Punjab,30.751942,76.82429,2024-10-12,16:00,16,Saturday,Weekend,rural,1,1,clear,high,30,medium,drunk driving,major,1,1,Non Peak Hour,No Festival,0.1,1,Q1
13324,Pune,Maharashtra,18.426863,73.81907,2024-06-26,23:00,23,Wednesday,Weekday,rural,1,1,rain,medium,39,high,distraction,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
13325,Chennai,Tamil Nadu,13.051258,80.10319,2023-07-29,9:00,9,Saturday,Weekend,urban,1,1,fog,low,15,high,overspeeding,major,4,1,Peak Hour,No Festival,0.8,4,Q4
13326,Chandigarh,Punjab,30.6112,76.85674,2023-07-19,22:00,22,Wednesday,Weekday,urban,4,0,rain,medium,18,medium,drunk driving,minor,5,2,Non Peak Hour,No Festival,0.25,10,Q1
13327,Kolkata,West Bengal,22.425108,88.366936,2023-09-24,3:00,3,Sunday,Weekend,urban,3,1,clear,high,24,medium,distraction,major,4,1,Non Peak Hour,No Festival,0.1,4,Q1
13328,Delhi,Delhi,28.577808,76.8869,2024-07-21,12:00,12,Sunday,Weekend,rural,1,0,rain,medium,20,low,distraction,major,5,2,Non Peak Hour,No Festival,0.25,10,Q1
13329,Kolkata,West Bengal,22.660099,88.46259,2022-11-23,13:00,13,Wednesday,Weekday,rural,6,1,rain,medium,31,low,drunk driving,minor,4,4,Non Peak Hour,No Festival,0.25,16,Q1
13330,Chandigarh,Punjab,30.60155,76.74719,2023-02-03,19:00,19,Friday,Weekday,urban,3,0,fog,low,16,high,poor road,fatal,3,3,Peak Hour,No Festival,1.0,9,Q4
13331,Bangalore,Karnataka,12.862421,77.64498,2023-11-10,0:00,0,Friday,Weekday,urban,3,1,rain,medium,33,low,distraction,minor,2,0,Non Peak Hour,No Festival,0.25,0,Q1
13332,Chennai,Tamil Nadu,13.024471,80.11435,2022-09-09,1:00,1,Friday,Weekday,highway,6,1,fog,low,19,low,poor road,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
13333,Chennai,Tamil Nadu,12.988246,80.230446,2025-03-25,17:00,17,Tuesday,Weekday,urban,1,0,rain,low,29,high,poor road,minor,3,1,Peak Hour,No Festival,0.8,3,Q4
13334,Kolkata,West Bengal,22.527105,88.44391,2022-07-15,8:00,8,Friday,Weekday,urban,4,1,fog,low,36,high,weather,minor,4,4,Peak Hour,No Festival,0.8,16,Q4
13335,Pune,Maharashtra,18.63223,73.925644,2023-08-15,9:00,9,Tuesday,Weekday,rural,3,1,fog,low,26,high,poor road,minor,4,1,Peak Hour,No Festival,0.8,4,Q4
13336,Pune,Maharashtra,18.471054,73.7354,2023-04-15,7:00,7,Saturday,Weekend,urban,4,1,fog,low,18,low,distraction,minor,4,1,Non Peak Hour,No Festival,0.45,4,Q2
13337,Kolkata,West Bengal,22.696716,88.393234,2023-04-18,22:00,22,Tuesday,Weekday,urban,3,0,clear,high,40,low,poor road,minor,1,1,Non Peak Hour,No Festival,0.1,1,Q1
13338,Pune,Maharashtra,18.54223,73.75142,2023-09-28,3:00,3,Thursday,Weekday,highway,2,1,rain,medium,27,low,poor road,minor,5,1,Non Peak Hour,No Festival,0.25,5,Q1
13339,Chandigarh,Punjab,30.787186,76.78502,2022-12-23,2:00,2,Friday,Weekday,rural,5,0,clear,high,25,low,distraction,fatal,4,4,Non Peak Hour,No Festival,0.3,16,Q2
13340,Mumbai,Maharashtra,18.900803,72.70036,2022-09-08,17:00,17,Thursday,Weekday,rural,1,0,rain,medium,15,high,weather,major,5,0,Peak Hour,No Festival,0.6,0,Q3
13341,Chennai,Tamil Nadu,13.182327,80.16014,2023-04-22,14:00,14,Saturday,Weekend,urban,4,1,fog,low,33,high,drunk driving,major,5,5,Non Peak Hour,Eid,0.75,25,Q4
13342,Delhi,Delhi,28.481861,76.987595,2024-02-14,22:00,22,Wednesday,Weekday,highway,4,0,clear,high,39,high,poor road,major,3,0,Non Peak Hour,No Festival,0.3,0,Q2
13343,Delhi,Delhi,28.680346,77.01291,2022-03-05,12:00,12,Saturday,Weekend,rural,5,0,fog,low,17,high,drunk driving,minor,2,2,Non Peak Hour,No Festival,0.65,4,Q4
13344,Mumbai,Maharashtra,18.941004,72.7511,2022-06-01,7:00,7,Wednesday,Weekday,urban,4,1,rain,low,31,low,overspeeding,major,1,1,Non Peak Hour,No Festival,0.45,1,Q2
13345,Hyderabad,Telangana,17.314026,78.2899,2022-06-19,14:00,14,Sunday,Weekend,urban,6,0,clear,high,35,medium,overspeeding,minor,1,1,Non Peak Hour,No Festival,0.1,1,Q1
13346,Kolkata,West Bengal,22.535692,88.30829,2023-11-17,9:00,9,Friday,Weekday,highway,6,1,fog,low,35,medium,poor road,minor,3,1,Peak Hour,No Festival,0.6,3,Q3
13347,Pune,Maharashtra,18.457968,73.832886,2022-01-21,2:00,2,Friday,Weekday,urban,1,1,clear,high,16,low,weather,major,4,0,Non Peak Hour,No Festival,0.1,0,Q1
13348,Hyderabad,Telangana,17.378672,78.23708,2025-01-26,16:00,16,Sunday,Weekend,highway,2,1,fog,low,32,medium,drunk driving,major,4,4,Non Peak Hour,No Festival,0.45,16,Q2
13349,Pune,Maharashtra,18.415426,73.72034,2023-03-26,7:00,7,Sunday,Weekend,urban,1,0,rain,medium,31,medium,poor road,major,3,1,Non Peak Hour,No Festival,0.25,3,Q1
13350,Hyderabad,Telangana,17.352365,78.50011,2024-04-04,1:00,1,Thursday,Weekday,rural,3,1,clear,high,29,low,poor road,major,4,2,Non Peak Hour,No Festival,0.1,8,Q1
13351,Chennai,Tamil Nadu,13.118676,80.26437,2023-03-07,11:00,11,Tuesday,Weekday,rural,5,0,fog,low,16,medium,drunk driving,minor,4,2,Non Peak Hour,No Festival,0.45,8,Q2
13352,Pune,Maharashtra,18.562666,73.77149,2022-11-28,10:00,10,Monday,Weekday,urban,4,1,clear,high,28,high,weather,major,1,0,Peak Hour,No Festival,0.45,0,Q2
13353,Chennai,Tamil Nadu,13.052711,80.15408,2022-02-05,16:00,16,Saturday,Weekend,rural,6,0,fog,low,36,medium,overspeeding,major,5,3,Non Peak Hour,No Festival,0.45,15,Q2
13354,Chennai,Tamil Nadu,13.017286,80.248116,2023-04-02,13:00,13,Sunday,Weekend,highway,2,1,fog,low,29,low,poor road,major,3,0,Non Peak Hour,No Festival,0.45,0,Q2
13355,Chandigarh,Punjab,30.601309,76.883736,2024-08-25,15:00,15,Sunday,Weekend,rural,3,1,clear,high,22,low,poor road,minor,3,3,Non Peak Hour,No Festival,0.1,9,Q1
13356,Delhi,Delhi,28.66438,76.88737,2023-05-20,23:00,23,Saturday,Weekend,highway,3,1,clear,high,29,medium,weather,minor,2,2,Non Peak Hour,No Festival,0.1,4,Q1
13357,Hyderabad,Telangana,17.574724,78.51464,2024-12-19,15:00,15,Thursday,Weekday,rural,1,0,clear,high,32,medium,distraction,minor,1,0,Non Peak Hour,No Festival,0.1,0,Q1
13358,Hyderabad,Telangana,17.556358,78.501366,2022-11-19,7:00,7,Saturday,Weekend,urban,1,0,clear,high,34,low,poor road,major,5,0,Non Peak Hour,No Festival,0.1,0,Q1
13359,Delhi,Delhi,28.708212,76.89521,2022-10-08,16:00,16,Saturday,Weekend,rural,6,1,rain,low,39,high,poor road,major,5,1,Non Peak Hour,No Festival,0.65,5,Q4
13360,Chennai,Tamil Nadu,13.049284,80.17352,2023-06-17,7:00,7,Saturday,Weekend,rural,6,1,fog,low,29,medium,drunk driving,fatal,5,5,Non Peak Hour,No Festival,0.65,25,Q4
13361,Chennai,Tamil Nadu,13.146122,80.1366,2023-06-24,6:00,6,Saturday,Weekend,rural,1,1,clear,high,37,high,overspeeding,minor,4,1,Non Peak Hour,No Festival,0.3,4,Q2
13362,Kolkata,West Bengal,22.403606,88.350685,2025-01-06,10:00,10,Monday,Weekday,rural,4,0,clear,high,31,high,overspeeding,major,2,1,Peak Hour,No Festival,0.45,2,Q2
13363,Kolkata,West Bengal,22.503185,88.4861,2024-06-13,0:00,0,Thursday,Weekday,rural,4,1,rain,low,29,low,poor road,minor,2,0,Non Peak Hour,No Festival,0.45,0,Q2
13364,Chennai,Tamil Nadu,13.028769,80.221405,2022-06-11,12:00,12,Saturday,Weekend,urban,2,1,clear,high,31,high,poor road,fatal,5,5,Non Peak Hour,No Festival,0.5,25,Q3
13365,Kolkata,West Bengal,22.428656,88.256,2024-10-22,6:00,6,Tuesday,Weekday,urban,1,0,fog,low,22,high,distraction,minor,1,1,Non Peak Hour,No Festival,0.65,1,Q4
13366,Hyderabad,Telangana,17.363804,78.43429,2023-03-07,16:00,16,Tuesday,Weekday,urban,3,0,clear,high,17,low,weather,fatal,4,4,Non Peak Hour,No Festival,0.3,16,Q2
13367,Chandigarh,Punjab,30.60197,76.868095,2023-01-24,19:00,19,Tuesday,Weekday,rural,4,0,fog,low,38,high,weather,minor,1,1,Peak Hour,No Festival,0.8,1,Q4
13368,Bangalore,Karnataka,13.136322,77.44452,2022-10-18,12:00,12,Tuesday,Weekday,urban,2,0,clear,high,24,high,distraction,minor,2,2,Non Peak Hour,No Festival,0.3,4,Q2
